Name,c14_age,c14_sig,Seren_Col_D,Seren_Col_E
R_Date SUERC-16970,-1816,52,5,7
R_Date UB-13226,-1816,43,5,7
R_Date UB-6743,-1815,55,5,7
R_Date UBA-12909,-1814,42,5,7
R_Date UBA-8687,-1814,49,5,7
R_Date UB-12973,-1813,52,5,7
R_Date Beta-178221,-1812,58,5,7
R_Date Beta-207735,-1812,58,5,7
R_Date Beta-201091,-1811,83,5,7
R_Date Beta-201068,-1811,96,5,7
R_Date UBA-8688,-1811,44,5,7
R_Date UBA-12900,-1810,45,5,7
R_Date SUERC-31626,-1807,51,5,7
R_Date UBA-12740,-1806,58,5,7
R_Date Beta-220123,-1805,60,5,7
R_Date Wk-21240,-1804,73,5,7
R_Date Poz-24907,-1804,53,5,7
R_Date SUERC-25364,-1803,71,5,7
R_Date UBA-19797,-1803,51,5,7
R_Date SUERC-37239,-1802,57,5,7
R_Date Beta-201045,-1801,83,5,7
R_Date UBA-8826,-1795,54,5,7
R_Date SUERC-37274,-1793,57,5,7
R_Date UBA-12923,-1790,67,5,7
R_Date Beta-201080,-1790,84,5,7
R_Date UB-6721,-1785,63,5,7
R_Date UB-6500,-1784,64,5,7
R_Date UB-6502,-1783,64,5,7
R_Date UB-6504,-1782,65,5,7
R_Date UB-6720,-1781,64,5,7
R_Date Beta-235627,-1778,66,5,7
R_Date UBA-12096,-1777,57,5,7
R_Date Beta-197656,-1774,108,5,7
R_Date UBA-17004,-1767,59,5,7
R_Date UB-6628,-1765,65,5,7
R_Date UB-6505,-1763,68,5,7
R_Date SUERC-25369,-1762,77,5,7
R_Date Beta-195833,-1747,71,5,7
R_Date SUERC-25374,-1747,78,5,7
R_Date UB-7518,-1745,72,5,7
R_Date Wk-21335,-1743,69,5,7
R_Date Wk-21793,-1740,66,5,7
R_Date UBA-9833,-1739,60,5,7
R_Date SUERC-37283,-1739,68,5,7
R_Date UB-6503,-1736,71,5,7
R_Date Beta-182324,-1736,118,5,7
R_Date UB-6501,-1732,71,5,7
R_Date Beta-170029,-1732,163,5,7
R_Date Beta-211575,-1730,71,5,7
R_Date Beta-218625,-1730,71,5,7
R_Date UBA-12756,-1719,57,5,7
R_Date Beta-221184,-1715,70,5,7
R_Date UBA-12745,-1712,70,5,7
R_Date UB-13291,-1712,60,5,7
R_Date Beta-83891,-1709,107,5,7
R_Date UBA-16414,-1707,58,5,7
R_Date UBA-12510,-1697,44,5,7
R_Date UBA-9814,-1695,62,5,7
R_Date UB-7516,-1692,66,5,7
R_Date SUERC-29342,-1688,66,5,7
R_Date Beta-217961,-1688,66,5,7
R_Date Beta-201047,-1688,66,5,7
R_Date Beta-196296,-1688,66,5,7
R_Date UB-13148,-1686,45,5,7
R_Date UBA-14776,-1683,54,5,7
R_Date Poz-22561,-1681,58,5,7
R_Date Beta-218637,-1681,97,5,7
R_Date Beta-201066,-1679,87,5,7
R_Date UBA-11110,-1677,41,5,7
R_Date UBA-12912,-1677,48,5,7
R_Date SUERC-17289,-1676,57,5,7
R_Date UBA-13898,-1674,42,5,7
R_Date UB-7230,-1672,55,5,7
R_Date UBA-8054,-1671,53,5,7
R_Date UB-13149,-1669,38,5,7
R_Date UB-7174,-1667,58,5,7
R_Date Beta-165316,-1667,86,5,7
R_Date UBA-11106,-1665,43,5,7
R_Date GrN-30787,-1665,75,5,7
R_Date UBA-8046,-1664,56,5,7
R_Date UB-11272,-1663,40,5,7
R_Date UBA-16412,-1663,45,5,7
R_Date SUERC-31086,-1661,49,5,7
R_Date UB-6614,-1661,55,5,7
R_Date UB-7384,-1660,61,5,7
R_Date UBA-16413,-1659,48,5,7
R_Date UB-7225,-1657,55,5,7
R_Date UBA-16417,-1657,49,5,7
R_Date UBA-9808,-1656,46,5,7
R_Date UBA-12911,-1655,48,5,7
R_Date UBA-22059,-1650,52,5,7
R_Date SUERC-17290,-1649,57,5,7
R_Date SUERC-37234,-1649,57,5,7
R_Date UBA-8037,-1648,58,5,7
R_Date GrN-30757,-1647,44,5,7
R_Date Beta-194435,-1646,134,5,7
R_Date UBA-9806,-1643,50,5,7
R_Date GrN-30766,-1643,83,5,7
R_Date SUERC-31084,-1642,53,5,7
R_Date UB-6610,-1641,56,5,7
R_Date Beta-201050,-1641,72,5,7
R_Date UB-6652,-1638,59,5,7
R_Date UB-13293,-1637,49,5,7
R_Date UBA-16585,-1634,50,5,7
R_Date Beta-160649,-1630,81,5,7
R_Date UBA-11820,-1628,50,5,7
R_Date SUERC-25377,-1627,70,5,7
R_Date Beta-241286,-1625,61,5,7
R_Date UBA-17003,-1622,51,5,7
R_Date UB-7205,-1618,55,5,7
R_Date UB-12980,-1617,48,5,7
R_Date SUERC-31085,-1616,52,5,7
R_Date SUERC-32079,-1616,52,5,7
R_Date UBA-13721,-1613,46,5,7
R_Date Beta-177431,-1609,88,5,7
R_Date UBA-10089,-1609,56,5,7
R_Date OxA-12751,-1609,52,5,7
R_Date UCD-0241,-1607,67,5,7
R_Date Beta-178203,-1605,77,5,7
R_Date Beta-201053,-1602,98,5,7
R_Date UBA-8049,-1600,59,5,7
R_Date Beta-201030,-1598,86,5,7
R_Date UB-6645,-1597,53,5,7
R_Date Beta-247110,-1596,56,5,7
R_Date Beta-201051,-1596,56,5,7
R_Date UB-11271,-1591,42,5,7
R_Date UBA-12750,-1589,54,5,7
R_Date GrN-28182,-1588,85,5,7
R_Date Wk-18557,-1586,54,5,7
R_Date Beta-218616,-1585,53,5,7
R_Date Beta-292723,-1585,53,5,7
R_Date Beta-197657,-1585,53,5,7
R_Date UCD-0240,-1585,63,5,7
R_Date SUERC-25375,-1581,62,5,7
R_Date UB-7217,-1580,45,5,7
R_Date SUERC-37318,-1579,46,5,7
R_Date UB-7231,-1578,46,5,7
R_Date SUERC-32365,-1577,40,5,7
R_Date UBA-9807,-1577,35,5,7
R_Date GrN-30767,-1577,61,5,7
R_Date GrN-30774,-1577,30,5,7
R_Date GrN-15968,-1576,45,5,7
R_Date UBA-11132,-1575,31,5,7
R_Date Beta-182327,-1575,72,5,7
R_Date UBA-16991,-1575,35,5,7
R_Date UB-6651,-1572,45,5,7
R_Date UB-7234,-1571,41,5,7
R_Date UB-7524,-1570,43,5,7
R_Date Beta-187364,-1570,49,5,7
R_Date UB-6900,-1569,44,5,7
R_Date UB-11278,-1569,41,5,7
R_Date UBA-12061,-1568,33,5,7
R_Date SUERC-25435,-1568,60,5,7
R_Date SUERC-37284,-1568,43,5,7
R_Date SUERC-37312,-1568,43,5,7
R_Date GrN-18361,-1567,37,5,7
R_Date UBA-9815,-1567,32,5,7
R_Date UCD-0266,-1565,71,5,7
R_Date Beta-178208,-1565,71,5,7
R_Date Beta-209760,-1565,71,5,7
R_Date UBA-13259,-1564,33,5,7
R_Date UB-7379,-1562,41,5,7
R_Date Beta-241473,-1560,48,5,7
R_Date UB-7172,-1559,41,5,7
R_Date SUERC-18470,-1559,43,5,7
R_Date SUERC-31040,-1559,38,5,7
R_Date UB-13231,-1559,37,5,7
R_Date UB-11283,-1557,43,5,7
R_Date UBA-22266,-1556,42,5,7
R_Date UB-13294,-1555,37,5,7
R_Date UBA-8060,-1550,34,5,7
R_Date UBA-12044,-1547,37,5,7
R_Date Beta-170030,-1546,176,5,7
R_Date SUERC-31625,-1545,39,5,7
R_Date SUERC-31074,-1545,39,5,7
R_Date Beta-178220,-1543,69,5,7
R_Date UB-7387,-1542,44,5,7
R_Date UBA-22058,-1542,39,5,7
R_Date UBA-19801,-1539,39,5,7
R_Date Beta-247067,-1536,49,5,7
R_Date Poz-24933,-1534,45,5,7
R_Date UB-7488,-1534,45,5,7
R_Date UBA-11803,-1533,35,5,7
R_Date SUERC-25368,-1533,58,5,7
R_Date SUERC-31065,-1532,41,5,7
R_Date UBA-8086,-1530,36,5,7
R_Date UBA-12107,-1529,40,5,7
R_Date Beta-178222,-1528,58,5,7
R_Date SUERC-31064,-1527,41,5,7
R_Date GrN-18751,-1527,41,5,7
R_Date UCD-0239,-1526,54,5,7
R_Date Beta-205300,-1525,49,5,7
R_Date Beta-210766,-1525,49,5,7
R_Date UBA-12939,-1522,37,5,7
R_Date UBA-12277,-1521,35,5,7
R_Date OxA-12774,-1520,41,5,7
R_Date UBA-22060,-1519,42,5,7
R_Date UBA-8032,-1517,62,5,7
R_Date UBA-12708,-1515,31,5,7
R_Date UBA-13258,-1515,40,5,7
R_Date UBA-22057,-1513,51,5,7
R_Date UB-7407,-1510,44,5,7
R_Date UBA-12941,-1507,31,5,7
R_Date UBA-11088,-1507,35,5,7
R_Date SUERC-17989,-1506,44,5,7
R_Date Wk-22710,-1506,39,5,7
R_Date UBA-12403,-1502,34,5,7
R_Date UB-13300,-1502,30,5,7
R_Date UB-7389,-1501,41,5,7
R_Date SUERC-25424,-1500,55,5,7
R_Date Wk-21247,-1500,72,5,7
R_Date UBA-22062,-1500,40,5,7
R_Date UB-7209,-1498,40,5,7
R_Date Beta-197658,-1498,67,5,7
R_Date UBA-8027,-1498,45,5,7
R_Date Wk-17345,-1495,154,5,7
R_Date Wk-21798,-1495,54,5,7
R_Date Beta-194432,-1491,95,5,7
R_Date Beta-280826,-1490,44,5,7
R_Date Beta-218633,-1490,44,5,7
R_Date SUERC-12878,-1488,38,5,7
R_Date GrN-28176,-1485,33,5,7
R_Date SUERC-31629,-1485,33,5,7
R_Date UBA-8033,-1485,42,5,7
R_Date UBA-12737,-1483,25,5,7
R_Date UBA-13266,-1483,27,5,7
R_Date UBA-9841,-1483,27,5,7
R_Date UBA-8045,-1482,43,5,7
R_Date Beta-280827,-1480,41,5,7
R_Date UB-7770,-1480,27,5,7
R_Date Beta-220333,-1480,41,5,7
R_Date Beta-201035,-1479,81,5,7
R_Date Beta-182310,-1478,67,5,7
R_Date UBA-12095,-1477,26,5,7
R_Date GrN-28178,-1477,29,5,7
R_Date UB-7226,-1477,33,5,7
R_Date OxA-12813,-1476,52,5,7
R_Date SUERC-37292,-1475,33,5,7
R_Date Wk-20194,-1475,54,5,7
R_Date UB-7173,-1474,33,5,7
R_Date Wk-21341,-1474,33,5,7
R_Date Beta-194434,-1474,38,5,7
R_Date UBA-11772,-1471,25,5,7
R_Date SUERC-31075,-1470,26,5,7
R_Date UBA-16404,-1470,23,5,7
R_Date Poz-26228,-1470,31,5,7
R_Date UBA-12111,-1469,23,5,7
R_Date SUERC-18469,-1468,31,5,7
R_Date SUERC-31094,-1468,26,5,7
R_Date SUERC-31035,-1468,26,5,7
R_Date UB-7227,-1466,30,5,7
R_Date UB-7224,-1465,32,5,7
R_Date UBA-22056,-1465,32,5,7
R_Date UB-7467,-1465,33,5,7
R_Date UBA-11112,-1462,25,5,7
R_Date SUERC-29332,-1462,39,5,7
R_Date UBA-12034,-1462,24,5,7
R_Date UBA-8827,-1460,31,5,7
R_Date UBA-9829,-1459,26,5,7
R_Date SUERC-18468,-1459,34,5,7
R_Date SUERC-31068,-1459,29,5,7
R_Date UBA-22061,-1459,30,5,7
R_Date UBA-12937,-1457,26,5,7
R_Date UBA-9813,-1457,25,5,7
R_Date UBA-8806,-1456,41,5,7
R_Date UBA-11773,-1456,25,5,7
R_Date UBA-8720,-1455,28,5,7
R_Date UBA-12097,-1454,26,5,7
R_Date GrN-28250,-1451,69,5,7
R_Date SUERC-31036,-1451,32,5,7
R_Date SUERC-23469,-1447,34,5,7
R_Date GrN-30751,-1446,26,5,7
R_Date UBA-12706,-1445,30,5,7
R_Date SUERC-18472,-1441,48,5,7
R_Date UBA-8050,-1441,44,5,7
R_Date SUERC-16947,-1438,45,5,7
R_Date UBA-9816,-1438,33,5,7
R_Date Beta-182308,-1437,50,5,7
R_Date Beta-279203,-1437,50,5,7
R_Date Beta-270195,-1437,50,5,7
R_Date UBA-8722,-1435,44,5,7
R_Date UBA-12729,-1435,32,5,7
R_Date SUERC-25430,-1434,60,5,7
R_Date UB-7856,-1434,33,5,7
R_Date SUERC-29331,-1432,52,5,7
R_Date UB-12976,-1431,34,5,7
R_Date UBA-11111,-1430,37,5,7
R_Date UBA-8087,-1429,47,5,7
R_Date SUERC-25434,-1428,61,5,7
R_Date Beta-178217,-1426,54,5,7
R_Date SUERC-25420,-1426,66,5,7
R_Date UBA-17099,-1425,48,5,7
R_Date UBA-11127,-1424,38,5,7
R_Date UBA-12728,-1423,44,5,7
R_Date UBA-9367,-1422,39,5,7
R_Date Beta-201083,-1421,124,5,7
R_Date Beta-201081,-1419,72,5,7
R_Date UB-7408,-1417,50,5,7
R_Date UB-7381,-1416,51,5,7
R_Date Wk-15499,-1414,80,5,7
R_Date UBA-13265,-1413,44,5,7
R_Date UBA-8038,-1413,56,5,7
R_Date UBA-14115,-1408,47,5,7
R_Date UBA-8041,-1405,63,5,7
R_Date UB-7175,-1403,53,5,7
R_Date Beta-194433,-1403,84,5,7
R_Date Beta-218636,-1402,56,5,7
R_Date Beta-182305,-1402,56,5,7
R_Date Beta-209761,-1402,56,5,7
R_Date UCD-00149,-1400,60,5,7
R_Date UBA-8028,-1400,61,5,7
R_Date Beta-178216,-1398,64,5,7
R_Date SUERC-37322,-1398,52,5,7
R_Date UB-11279,-1398,44,5,7
R_Date UBA-12105,-1395,47,5,7
R_Date UBA-12917,-1393,43,5,7
R_Date UB-6771,-1393,53,5,7
R_Date GrN-30758,-1392,79,5,7
R_Date UB-6905,-1391,49,5,7
R_Date GrN-12618,-1391,52,5,7
R_Date UBA-11113,-1390,42,5,7
R_Date UB-7220,-1390,51,5,7
R_Date Beta-182312,-1390,84,5,7
R_Date UBA-8486,-1390,47,5,7
R_Date SUERC-37087,-1387,47,5,7
R_Date UBA-12099,-1385,43,5,7
R_Date UBA-16993,-1385,44,5,7
R_Date UB-7167,-1383,51,5,7
R_Date UBA-9824,-1383,42,5,7
R_Date Wk-20196,-1381,58,5,7
R_Date UBA-8036,-1380,54,5,7
R_Date UBA-12759,-1374,43,5,7
R_Date Beta-209752,-1373,54,5,7
R_Date UBA-9826,-1371,41,5,7
R_Date Wk-18566,-1371,52,5,7
R_Date UBA-16992,-1367,43,5,7
R_Date UBA-12905,-1360,47,5,7
R_Date UBA-11114,-1359,44,5,7
R_Date UBA-9823,-1358,41,5,7
R_Date GrA-25859,-1354,53,5,7
R_Date Beta-211564,-1354,53,5,7
R_Date UB-7168,-1354,48,5,7
R_Date SUERC-37088,-1354,45,5,7
R_Date UB-7219,-1351,47,5,7
R_Date SUERC-37314,-1349,48,5,7
R_Date SUERC-25437,-1348,63,5,7
R_Date UB-7354,-1348,47,5,7
R_Date UBA-16997,-1348,41,5,7
R_Date UB-7166,-1346,47,5,7
R_Date UBA-13731,-1346,39,5,7
R_Date SUERC-27667,-1346,48,5,7
R_Date UBA-9839,-1345,40,5,7
R_Date UBA-8042,-1345,57,5,7
R_Date UB-6774,-1344,50,5,7
R_Date UBA-12942,-1343,41,5,7
R_Date UBA-12102,-1343,44,5,7
R_Date GrA-25183,-1343,48,5,7
R_Date Beta-165314,-1343,75,5,7
R_Date UB-7171,-1342,48,5,7
R_Date UBA-12103,-1341,44,5,7
R_Date UBA-12404,-1341,42,5,7
R_Date UBA-16403,-1340,64,5,7
R_Date UBA-8029,-1340,51,5,7
R_Date UB-7409,-1340,46,5,7
R_Date GrA-43747,-1339,45,5,7
R_Date UB-11270,-1339,41,5,7
R_Date UB-6772,-1338,53,5,7
R_Date UBA-12755,-1338,42,5,7
R_Date GrN-30756,-1338,40,5,7
R_Date UB-7769,-1337,43,5,7
R_Date UBA-11760,-1337,43,5,7
R_Date UBA-12058,-1336,43,5,7
R_Date UBA-11102,-1336,43,5,7
R_Date UBA-19798,-1336,48,5,7
R_Date Beta-78159,-1335,76,5,7
R_Date SUERC-17988,-1335,50,5,7
R_Date Beta-165320,-1335,76,5,7
R_Date SUERC-37241,-1335,50,5,7
R_Date SUERC-31647,-1334,47,5,7
R_Date Beta-201065,-1332,88,5,7
R_Date UBA-8061,-1332,46,5,7
R_Date SUERC-37230,-1331,51,5,7
R_Date GrN-30749,-1331,60,5,7
R_Date UBA-11131,-1326,46,5,7
R_Date UB-7505,-1326,52,5,7
R_Date UBA-9843,-1326,46,5,7
R_Date SUERC-37272,-1325,53,5,7
R_Date SUERC-37263,-1325,53,5,7
R_Date UBA-8824,-1324,49,5,7
R_Date UB-6638,-1324,52,5,7
R_Date SUERC-25436,-1324,67,5,7
R_Date Beta-209764,-1322,90,5,7
R_Date UB-6773,-1321,56,5,7
R_Date SUERC-37231,-1319,54,5,7
R_Date Wk-21795,-1316,52,5,7
R_Date Beta-165319,-1311,92,5,7
R_Date SUERC-27196,-1306,53,5,7
R_Date SUERC-37311,-1306,58,5,7
R_Date Beta-201023,-1304,83,5,7
R_Date Wk-25202,-1303,54,5,7
R_Date UB-7228,-1302,59,5,7
R_Date UBA-13732,-1301,48,5,7
R_Date Wk-18559,-1301,62,5,7
R_Date UBA-8097,-1300,50,5,7
R_Date SUERC-31628,-1299,55,5,7
R_Date Beta-182326,-1298,64,5,7
R_Date Beta-178219,-1295,75,5,7
R_Date Wk-20195,-1295,68,5,7
R_Date Beta-165325,-1282,78,5,7
R_Date UBA-14114,-1281,57,5,7
R_Date UB-3026,-1279,62,5,7
R_Date UBA-14152,-1276,54,5,7
R_Date Poz-25417,-1274,65,5,7
R_Date UB-7242,-1274,64,5,7
R_Date UBA-19802,-1274,60,5,7
R_Date UBA-8817,-1274,53,5,7
R_Date Beta-201082,-1271,109,5,7
R_Date Beta-241471,-1269,71,5,7
R_Date Beta-171414,-1265,91,5,7
R_Date UB-6636,-1263,65,5,7
R_Date UBA-38430,-1261,59,5,7
R_Date Beta-201049,-1261,101,5,7
R_Date UB-6615,-1259,68,5,7
R_Date Wk-18554,-1256,69,5,7
R_Date Beta-234434,-1254,73,5,7
R_Date SUERC-31090,-1254,63,5,7
R_Date UB-6644,-1252,69,5,7
R_Date UBA-14111,-1252,59,5,7
R_Date SUERC-16976,-1246,69,5,7
R_Date Wk-22720,-1246,63,5,7
R_Date GrN-30755,-1245,49,5,7
R_Date UBA-12054,-1241,52,5,7
R_Date UBA-9822,-1241,77,5,7
R_Date Beta-171413,-1239,74,5,7
R_Date UBA-9827,-1237,52,5,7
R_Date UBA-8482,-1235,83,5,7
R_Date UBA-8055,-1233,56,5,7
R_Date SUERC-31067,-1231,62,5,7
R_Date Wk-21244,-1229,143,5,7
R_Date GrN-30747,-1229,85,5,7
R_Date OxA-12889,-1224,67,5,7
R_Date UB-6656,-1224,66,5,7
R_Date Wk-21336,-1223,69,5,7
R_Date Wk-16818,-1222,74,5,7
R_Date Beta-220336,-1222,74,5,7
R_Date Beta-218630,-1222,74,5,7
R_Date Beta-182318,-1222,74,5,7
R_Date Beta-241008,-1222,74,5,7
R_Date Beta-209763,-1219,105,5,7
R_Date SUERC-26388,-1214,67,5,7
R_Date GrN-30763,-1208,46,5,7
R_Date Beta-218642,-1205,96,5,7
R_Date UBA-12744,-1204,72,5,7
R_Date UBA-17007,-1203,56,5,7
R_Date UB-11277,-1194,47,5,7
R_Date Beta-150532,-1189,106,5,7
R_Date UCD-0248,-1189,95,5,7
R_Date Beta-201084,-1188,125,5,7
R_Date Beta-279202,-1188,71,5,7
R_Date SUERC-23499,-1188,57,5,7
R_Date UBA-15481,-1179,50,5,7
R_Date GrA-24200,-1179,70,5,7
R_Date Beta-201087,-1172,69,5,7
R_Date Beta-211580,-1172,69,5,7
R_Date SUERC-17291,-1172,62,5,7
R_Date Wk-21796,-1171,81,5,7
R_Date SUERC-31480,-1167,55,5,7
R_Date SUERC-31474,-1167,55,5,7
R_Date SUERC-18479,-1166,62,5,7
R_Date UBA-9804,-1164,47,5,7
R_Date Beta-182320,-1160,68,5,7
R_Date UBA-12746,-1160,69,5,7
R_Date UB-6496,-1158,66,5,7
R_Date UB-11505,-1157,47,5,7
R_Date SUERC-37262,-1154,61,5,7
R_Date UBA-8420,-1151,67,5,7
R_Date SUERC-31473,-1149,55,5,7
R_Date SUERC-18478,-1148,61,5,7
R_Date Poz-22558,-1148,61,5,7
R_Date Beta-211591,-1147,67,5,7
R_Date Beta-218631,-1147,67,5,7
R_Date UBA-13264,-1147,49,5,7
R_Date GrN-30769,-1147,80,5,7
R_Date UBA-9828,-1145,61,5,7
R_Date UBA-8059,-1143,49,5,7
R_Date OxA-12755,-1141,56,5,7
R_Date UBA-14112,-1141,51,5,7
R_Date Wk-21242,-1135,56,5,7
R_Date Beta-182311,-1134,104,5,7
R_Date Beta-209766,-1134,104,5,7
R_Date SUERC-23552,-1133,56,5,7
R_Date UBA-14113,-1132,52,5,7
R_Date UBA-8691,-1127,59,5,7
R_Date UBA-12758,-1124,64,5,7
R_Date GrN-30768,-1124,49,5,7
R_Date GrN-30762,-1124,52,5,7
R_Date UBA-8052,-1119,54,5,7
R_Date Beta-178193,-1116,66,5,7
R_Date SUERC-17271,-1116,61,5,7
R_Date UB-7206,-1113,58,5,7
R_Date Wk-18555,-1110,79,5,7
R_Date UBA-12072,-1107,55,5,7
R_Date UB-7216,-1100,58,5,7
R_Date Wk-20961,-1100,65,5,7
R_Date UBA-11130,-1098,52,5,7
R_Date UBA-11085,-1098,52,5,7
R_Date Wk-22709,-1095,56,5,7
R_Date SUERC-16975,-1094,61,5,7
R_Date UBA-9818,-1094,49,5,7
R_Date SUERC-37273,-1094,61,5,7
R_Date SUERC-26389,-1094,61,5,7
R_Date SUERC-37240,-1094,61,5,7
R_Date SUERC-23541,-1093,56,5,7
R_Date UB-7858,-1092,59,5,7
R_Date Beta-181757,-1090,78,5,7
R_Date UBA-12924,-1089,51,5,7
R_Date Wk-16286,-1089,74,5,7
R_Date Beta-220332,-1088,66,5,7
R_Date SUERC-17010,-1087,61,5,7
R_Date SUERC-17008,-1087,61,5,7
R_Date SUERC-18003,-1087,61,5,7
R_Date SUERC-16971,-1087,61,5,7
R_Date Wk-18207,-1086,82,5,7
R_Date UB-7378,-1086,60,5,7
R_Date UB-6495,-1083,64,5,7
R_Date GrA-24036,-1082,67,5,7
R_Date SUERC-18477,-1081,61,5,7
R_Date SUERC-37268,-1081,61,5,7
R_Date SUERC-31087,-1080,55,5,7
R_Date SUERC-37290,-1080,55,5,7
R_Date UB-13225,-1080,49,5,7
R_Date UB-11276,-1079,47,5,7
R_Date Beta-231647,-1078,90,5,7
R_Date Beta-170163,-1077,141,5,7
R_Date NZA-30398,-1077,43,5,7
R_Date Beta-181755,-1075,67,5,7
R_Date Beta-218628,-1075,67,5,7
R_Date UBA-8820,-1075,44,5,7
R_Date Wk-21797,-1075,76,5,7
R_Date Beta-231660,-1075,67,5,7
R_Date OxA-12812,-1074,61,5,7
R_Date SUERC-32296,-1073,55,5,7
R_Date UBA-11800,-1072,45,5,7
R_Date Beta-182321,-1072,123,5,7
R_Date SUERC-31479,-1067,55,5,7
R_Date SUERC-23540,-1067,55,5,7
R_Date SUERC-23539,-1067,55,5,7
R_Date Beta-209754,-1067,101,5,7
R_Date Beta-241474,-1065,90,5,7
R_Date Beta-209753,-1065,90,5,7
R_Date Beta-165318,-1063,78,5,7
R_Date NZA-30406,-1063,72,5,7
R_Date Beta-203729,-1061,67,5,7
R_Date GrA-24134,-1061,67,5,7
R_Date Beta-211565,-1061,67,5,7
R_Date UB-7364,-1061,57,5,7
R_Date SUERC-18004,-1060,61,5,7
R_Date UBA-12060,-1056,44,5,7
R_Date UB-7400,-1056,59,5,7
R_Date Wk-21243,-1054,130,5,7
R_Date UBA-12916,-1053,44,5,7
R_Date Wk-18214,-1053,69,5,7
R_Date UB-7392,-1051,76,5,7
R_Date SUERC-37291,-1051,61,5,7
R_Date UBA-11098,-1050,52,5,7
R_Date UBA-8056,-1049,47,5,7
R_Date UBA-8053,-1046,52,5,7
R_Date UB-11273,-1046,43,5,7
R_Date Beta-196367,-1045,67,5,7
R_Date Beta-201086,-1045,67,5,7
R_Date Beta-201090,-1045,67,5,7
R_Date Beta-211562,-1045,67,5,7
R_Date UB-12987,-1045,46,5,7
R_Date Beta-209758,-1045,67,5,7
R_Date UB-11280,-1044,45,5,7
R_Date UB-7241,-1044,61,5,7
R_Date UBA-11087,-1043,53,5,7
R_Date Wk-21241,-1036,105,5,7
R_Date Wk-22708,-1036,55,5,7
R_Date UB-6659,-1035,60,5,7
R_Date UBA-12071,-1034,48,5,7
R_Date UB-7399,-1033,58,5,7
R_Date UCD-0238,-1032,72,5,7
R_Date GrA-24135,-1031,66,5,7
R_Date Beta-211563,-1031,66,5,7
R_Date UB-7218,-1031,58,5,7
R_Date Beta-201100,-1029,109,5,7
R_Date UBA-12914,-1023,50,5,7
R_Date Beta-203726,-1022,88,5,7
R_Date UBA-8807,-1022,47,5,7
R_Date SUERC-18476,-1021,60,5,7
R_Date SUERC-17594,-1021,60,5,7
R_Date UB-7390,-1018,57,5,7
R_Date Beta-220337,-1018,76,5,7
R_Date UBA-8822,-1018,46,5,7
R_Date UB-7403,-1018,56,5,7
R_Date Beta-165327,-1014,64,5,7
R_Date SUERC-17268,-1013,59,5,7
R_Date SUERC-37253,-1013,59,5,7
R_Date GrN-30849,-1013,59,5,7
R_Date SUERC-32298,-1011,53,5,7
R_Date SUERC-23542,-1011,53,5,7
R_Date UBA-11125,-1010,46,5,7
R_Date GrA-23992,-1007,63,5,7
R_Date UBA-11819,-1003,46,5,7
R_Date SUERC-31037,-1003,52,5,7
R_Date UB-7356,-1002,54,5,7
R_Date UBA-8051,-1002,56,5,7
R_Date UB-7401,-1001,54,5,7
R_Date UBA-12066,-1000,47,5,8
R_Date UB-7355,-1000,57,5,8
R_Date UBA-8823,-1000,42,5,8
R_Date UBA-12749,-1000,42,5,8
R_Date Beta-170154,-999,62,5,8
R_Date Wk-21340,-998,57,5,8
R_Date Wk-21337,-997,56,5,8
R_Date SUERC-37270,-996,50,5,8
R_Date UB-7466,-994,53,5,8
R_Date SUERC-17969,-991,55,5,8
R_Date UB-7402,-989,52,5,8
R_Date Beta-170153,-986,60,5,8
R_Date Beta-211567,-986,60,5,8
R_Date UB-7380,-984,52,5,8
R_Date UBA-29111,-984,47,5,8
R_Date UB-6657,-984,53,5,8
R_Date UB-7855,-982,69,5,8
R_Date Beta-201048,-981,84,5,8
R_Date Wk-22637,-978,45,5,8
R_Date UBA-8692,-975,50,5,8
R_Date Beta-211583,-974,58,5,8
R_Date Beta-221186,-974,58,5,8
R_Date SUERC-17274,-973,51,5,8
R_Date SUERC-37288,-973,51,5,8
R_Date UB-12988,-972,38,5,8
R_Date GrN-30850,-971,71,5,8
R_Date Beta-201092,-969,82,5,8
R_Date UB-7210,-969,46,5,8
R_Date Wk-20193,-967,65,5,8
R_Date UBA-12115,-965,33,5,8
R_Date SUERC-29329,-964,57,5,8
R_Date UBA-11817,-964,36,5,8
R_Date Wk-18206,-964,44,5,8
R_Date UB-11275,-963,37,5,8
R_Date UB-7461,-962,47,5,8
R_Date UB-11508,-961,31,5,8
R_Date UBA-8058,-961,34,5,8
R_Date UBA-12721,-959,35,5,8
R_Date UB-7214,-958,47,5,8
R_Date SUERC-31080,-958,43,5,8
R_Date UB-7857,-958,34,5,8
R_Date UBA-8432,-957,41,5,8
R_Date UB-7353,-957,47,5,8
R_Date UB-7458,-957,44,5,8
R_Date UBA-8425,-956,52,5,8
R_Date UBA-12036,-955,34,5,8
R_Date UBA-8816,-954,40,5,8
R_Date Beta-201096,-952,107,5,8
R_Date UBA-9817,-952,35,5,8
R_Date Beta-186005,-951,88,5,8
R_Date UBA-8057,-950,37,5,8
R_Date SUERC-32364,-949,44,5,8
R_Date Wk-22712,-949,44,5,8
R_Date UB-6613,-945,47,5,8
R_Date UBA-12033,-945,46,5,8
R_Date UBA-8819,-944,44,5,8
R_Date UBA-12720,-942,40,5,8
R_Date SUERC-23502,-942,45,5,8
R_Date Beta-209745,-941,55,5,8
