Name,c14_age,c14_sig,Seren_Col_D,Seren_Col_E
R_Date SUERC-66878,1470,53,7,14
R_Date UBA-14979,1470,53,7,14
R_Date GrN-18762,1471,54,7,14
R_Date UBA-14997,1471,53,7,14
R_Date UBA-11119,1473,49,7,14
R_Date UBA-11115,1474,53,7,14
R_Date SUERC-31070,1475,56,7,14
R_Date UBA-14983,1475,54,7,14
R_Date UBA-11121,1479,54,7,14
R_Date Wk-18176,1481,58,7,14
R_Date GrN-30746,1486,61,7,14
R_Date UBA-11459,1487,57,7,14
R_Date UBA-11456,1487,57,7,14
R_Date UBA-11462,1489,58,7,14
R_Date Beta-213002,1492,61,7,14
R_Date SUERC-17299,1492,60,7,14
R_Date GrN-18748,1492,59,7,14
R_Date UB-7370,1497,59,7,14
R_Date UBA-29314,1497,59,7,14
R_Date UBA-39078,1498,59,7,14
R_Date GrN-18759,1498,60,7,14
R_Date GrN-18760,1499,58,7,14
R_Date UBA-15980,1503,60,7,14
R_Date Beta-201037,1509,66,7,14
R_Date UB-7373,1509,59,7,14
R_Date Beta-177962,1509,66,7,14
R_Date UBA-15978,1512,58,7,14
R_Date Beta-241005,1515,59,7,14
R_Date UB-13288,1515,57,7,14
R_Date UBA-8043,1522,56,7,14
R_Date UBA-15976,1524,55,7,14
R_Date UB-7375,1528,56,7,14
R_Date UBA-12405,1528,55,7,14
R_Date UBA-8713,1528,57,7,14
R_Date Beta-177961,1528,64,7,14
R_Date UCD-0114,1540,68,7,14
R_Date Wk-22645,1544,55,7,14
R_Date Beta-177444,1546,56,7,14
R_Date Beta-219004,1546,56,7,14
R_Date UBA-14996,1546,55,7,14
R_Date SUERC-66880,1549,55,7,14
R_Date Wk-17946,1550,78,7,14
R_Date UB-12974,1555,43,7,14
R_Date UB-15088,1556,40,7,14
R_Date UBA-11776,1556,41,7,14
R_Date UB-12893,1557,41,7,14
R_Date UBA-14986,1557,44,7,14
R_Date UBA-11451,1557,53,7,14
R_Date UBA-37966,1558,52,7,14
R_Date SUERC-17592,1558,52,7,14
R_Date SUERC-17294,1558,52,7,14
R_Date SUERC-31604,1558,52,7,14
R_Date UBA-9373,1559,39,7,14
R_Date UBA-9177,1559,50,7,14
R_Date UBA-11818,1560,52,7,14
R_Date UB-7223,1560,51,7,14
R_Date UBA-7759,1560,50,7,14
R_Date UB-11228,1560,50,7,14
R_Date UBA-11450,1560,43,7,14
R_Date OxA-13120,1561,51,7,14
R_Date SUERC-66879,1561,50,7,14
R_Date UBA-9955,1561,42,7,14
R_Date UBA-8714,1561,46,7,14
R_Date UBA-15983,1561,46,7,14
R_Date GrA-35163,1561,49,7,14
R_Date OxA-13121,1562,44,7,14
R_Date SUERC-17593,1562,49,7,14
R_Date Wk-18177,1562,46,7,14
R_Date Beta-218632,1562,52,7,14
R_Date SUERC-32907,1562,48,7,14
R_Date SUERC-31058,1562,47,7,14
R_Date GrN-18757,1562,50,7,14
R_Date UBA-8710,1562,47,7,14
R_Date SUERC-23488,1562,46,7,14
R_Date UBA-11448,1562,45,7,14
R_Date Wk-20204,1563,54,7,14
R_Date SUERC-66881,1563,48,7,14
R_Date UBA-14981,1563,42,7,14
R_Date Beta-196370,1564,54,7,14
R_Date UBA-12407,1564,42,7,14
R_Date UBA-12406,1564,51,7,14
R_Date UBA-8712,1565,45,7,14
R_Date UBA-15002,1565,53,7,14
R_Date SUERC-31059,1566,54,7,14
R_Date GrN-18750,1566,43,7,14
R_Date Wk-19863,1566,56,7,14
R_Date GrN-18752,1567,45,7,14
R_Date UBA-11958,1567,48,7,14
R_Date UBA-11956,1567,49,7,14
R_Date UBA-11441,1567,46,7,14
R_Date GrN-18758,1568,47,7,14
R_Date UB-13297,1568,46,7,14
R_Date UBA-14990,1569,57,7,14
R_Date UB-11510,1570,49,7,14
R_Date UBA-14994,1570,46,7,14
R_Date SUERC-17298,1571,63,7,14
R_Date SUERC-31069,1574,62,7,14
R_Date Wk-17336,1576,72,7,14
R_Date Beta-180651,1580,75,7,14
R_Date UBA-11444,1581,59,7,14
R_Date SUERC-32146,1589,68,7,14
R_Date Beta-233431,1618,86,8,15
R_Date SUERC-37280,1624,79,8,15
R_Date SUERC-25910,1640,108,8,15
R_Date UBA-11116,1644,59,8,15
R_Date OxA-13123,1650,88,8,15
R_Date OxA-13119,1651,83,8,15
R_Date Beta-201057,1654,102,8,15
R_Date UBA-15800,1654,79,8,15
R_Date OxA-13122,1656,95,8,15
R_Date Beta-279201,1667,103,8,15
R_Date SUERC-26265,1747,83,8,15
R_Date UBA-16998,1750,74,9,15
R_Date UB-13285,1751,71,9,15
R_Date Beta-201107,1752,96,9,15
R_Date Beta-279199,1752,96,9,15
R_Date UB-7246,1756,82,9,15
R_Date UBA-7318,1761,81,9,15
R_Date GrN-28246,1762,93,9,15
R_Date Beta-247104,1762,93,9,15
R_Date Beta-280898,1763,83,9,15
R_Date UBA-8866,1764,83,9,15
R_Date Wk-17337,1764,92,9,15
R_Date UBA-13261,1765,71,9,15
R_Date OxA-13228,1766,80,9,15
R_Date UBA-8118,1766,80,9,15
R_Date UB-11219,1766,83,9,15
R_Date UBA-11109,1771,87,9,15
R_Date Beta-247105,1771,89,9,15
R_Date Beta-201059,1773,94,9,15
R_Date Beta-247106,1775,88,9,15
R_Date UB-13230,1775,87,9,15
R_Date Wk-17346,1779,86,9,15
R_Date Beta-201058,1781,87,9,15
R_Date UBA-8116,1783,86,9,15
R_Date OxA-13124,1788,85,9,15
R_Date Beta-279204,1796,85,9,15
R_Date UBA-8121,1799,86,9,15
R_Date UBA-12062,1801,85,9,15
R_Date Beta-224872,1806,84,9,15
R_Date Beta-209519,1806,84,9,15
R_Date Beta-178200,1810,88,9,15
R_Date SUERC-37244,1812,83,9,15
R_Date UBA-12713,1829,77,9,15
R_Date Beta-170032,1831,80,9,15
R_Date UBA-16990,1833,76,9,15
R_Date UBA-7873,1833,77,9,15
R_Date SUERC-37279,1836,79,9,15
R_Date GrA-24214,1837,78,9,15
R_Date UBA-9928,1837,76,9,15
R_Date SUERC-37293,1837,77,9,15
R_Date UB-7582,1837,76,9,15
R_Date Wk-18175,1838,77,9,15
R_Date UB-12978,1840,79,9,15
R_Date UBA-8119,1840,78,9,15
R_Date UBA-8120,1842,77,9,15
R_Date UBA-12715,1845,75,9,15
R_Date UBA-11122,1847,76,9,15
R_Date UBA-13959,1900,1,9,15
R_Date Beta-201094,1900,1,9,15
R_Date GrN-28248,1900,1,9,15
R_Date Beta-231532,1900,1,9,15
R_Date UBA-13394,1900,1,9,15
R_Date UBA-13393,1900,1,9,15
R_Date UBA-13392,1900,1,9,15
R_Date UBA-13391,1900,1,9,15
R_Date UBA-13388,1900,1,9,15
R_Date P14497,1900,1,9,15
R_Date Beta-209750,1900,1,9,15
R_Date Wk-18569,1900,1,9,15
R_Date Beta-241318,1900,1,9,15
R_Date Beta-236027,1900,1,9,15
R_Date UBA-11770,1900,1,9,15
R_Date UBA-11769,1900,1,9,15
R_Date(0),1900,1,9,15
